Symtom,Count
Tail gland hyperplasia,2499
Gastrointestinal stasis,2500
non-feces anal discharge,2501
Excessive drinking and urination,2502
Acid reflux,2503
Loss of muscle mass,2504
prolonged capillary refill,2505
Edema (pulmonary),2506
Ulcers in the mouth,2507
enucleated blind eyes,2508
Oliguria,2509
loud expiratory lung sounds,2510
Inflammation of the brain and spinal cord,2511
retching and expectoration of mucus,2512
opisthotonos,2513
Bleeding nodular mass,2514
Pale mucous membranes,2515
surgical wounds,2516
even pica,2517
exploration self-care or even eating,2518
pythiosis,2519
Certain repetitive behaviors are expressed,2520
ower motor neuron tetraparesis to tetraplegia,2521
May also see iris defects,2522
With progression the cornea,2523
pendulous preputial sheath,2524
larva in conjunctiva,2525
Partial weight-bearing,2526
brown discoloration of the cornea,2527
polymyopathy,2528
may feel palpable mass per rectum,2529
neuralgia,2530
posterior,2531
Sore muscles,2532
Spinal reflexes normal to exaggerated,2533
Excessive lacrimation,2534
regardless of bladder urine volume,2535
Swollen but not deformed,2536
malabsorption,2537
Ulceration affecting mucocutaneous,2538
hypersensitivity,2539
Pain or discomfort,2540
head or neck usually painful,2541
Pain in lower back,2542
repeated attempts at swallowing,2543
rigidity,2544
Gallop rhythm or murmur,2545
With spongy degeneration,2546
anesthesia,2547
continuous Ataxia,2548
Encephalopathy,2549
loss of a nail,2550
fourth premolar abscess,2551
bluish ventral abdominal skin,2552
gradually develop,2553
Pulmonary edema,2554
may result in lymphadenopathy,2555
Polydipsia and Oliguria,2556
Large patches of lesions,2557
crackles on auscultation,2558
Cutaneous inverted papillomas less,2559
Gastroduodenal Ulceration,2560
patella is permanently luxated,2561
resemble arlong systolic and early diastolic murmur,2562
Cardiac murmurs,2563
posturing difficulties,2564
hemolytic anemia,2565
respirations often shallow and rapid,2566
altered consciousness,2567
crackles and wheezes,2568
behavior change if CNS affected,2569
neoplastic disease,2570
behavioral change,2571
Diffuse increase in lung sounds,2572
ocular or neurologic,2573
Arrhythmias may occur,2574
preputial or perianal area,2575
Pain upon palpation of kidneys,2576
moth-eaten hair coat,2577
infarction or perforation,2578
lochial,2579
Tissue may be dry or necrotic.,2580
Evidence of vaginal discharge,2581
reflecting organ involvement,2582
Split-second heart sound,2583
erratic side-to-side head,2584
conscious proprioceptive deficits,2585
abdominal Bleeding,2586
dazzle present,2587
Dysphasia,2588
Slow growth,2589
Passive interaction with male dogs,2590
Increased body temperature,2591
Foul-smelling breath,2592
depression,2593
Signs of severe uremia,2594
failure to palpate uroliths,2595
Uroliths,2596
Extreme loss of weight,2597
Ruffled or coarse fur,2598
Be less active,2599
Inability to walk,2600
Skin Infections characterized,2601
Wrinkles,2602
Blistering,2603
unkempt haircoat,2604
Bright and red blood,2605
Bloody nose,2606
The anus is blocked,2607
Discharge from the eyes and nose,2608
Not wanting to lie down,2609
Head tilt,2610
Urinary or vaginal Infection,2611
Corneal ulcers,2612
Abnormal posture or movements,2613
Lip tension,2614
Light avoidance,2615
Tremors,2616
Visible Bleeding,2617
internal Bleeding,2618
blackish tar-like feces,2619
Excessively thirsty,2620
Reduced appetite,2621
Stomach Bloating,2622
Generalized pain,2623
Moist sores,2624
Standing with legs crossed,2625
Fluid buildup under the skin,2626
Possible pneumonia,2627
Nosebleed,2628
Stupor or Coma,2629
Cardiac arrhythmia,2630
Odd gait,2631
high blood cholesterol,2632
Refusing to exercise or walk,2633
Blood present in excrement or urine,2634
Debilitation,2635
Refusal to breed,2636
Failure to ejaculate,2637
Distressed coat hair,2638
Seizure,2639
Fluid accumulation in the abdomen,2640
Matted hair or Straighter hair or loss,2641
Thinning of the skin,2642
Urinating less,2643
Glucose deficiency in bloodstream,2644
Immune system disorders,2645
Loss of vocal ability,2646
Trouble walking,2647
Muscle rigidity,2648
Scab that may take months to heal,2649
Shallow rapid breathing,2650
Urinates during greetings and scoldings,2651
Rapid involuntary movement,2652
decreased ventral lung sounds,2653
Systemic signs,2654
Elevated heart rate,2655
Refusal to sit or lift tail,2656
Urinary retention,2657
Sudden paralysis and pain,2658
vision impairment,2659
discolored stool,2660
Nasal discharge and Bleeding,2661
Ulcers on tongue,2662
Organisms,2663
Loss of transfusion efficacy,2664
Tracheal hypersensitivity,2665
cardiac or neurologic,2666
Often there is severe hemorrhagic Diarrhean,2667
large masses filling the canal,2668
shock due to endotoxemia,2669
Arrhythmia,2670
pontaneous bruising or hematomas,2671
Behavior may interfere with normal functioning,2672
loss or change of voice,2673
pupil distortion,2674
prostatic squamous metaplasia,2675
Respiratory,2676
corneal vascularization or scarring,2677
Blepharitis due to ocular exudates,2678
myasthenia gravis,2679
painful loops of small bowel on abdominal palpation,2680
Can have same signs as lens subluxation,2681
Frequent urination and defecation,2682
Pain reactions,2683
infecting tick bite may be Swollen,2684
Mediastinal,2685
erythematous,2686
endocrine and seborrheic dermatitis,2687
urinary incontinence,2688
Other signs depend upon underlying etiology,2689
bnormal coagulation,2690
leading to DIC and multi-organ failure if uncontrolled,2691
Large uterus on abdominal palpation,2692
Muscle fatigue,2693
Ptyalism or tonsillar abscess,2694
Tongue may protrude from the mouth,2695
Swollen red or purulentrumbilical,2696
pulmonary thromboembolism,2697
Peripheral lymphadenopathy,2698
Less common systemic abnormalities,2699
Pain on deep palpation,2700
harsh or moist lung sounds,2701
Hypercalcemia,2702
shallow or missing femoral trochlea,2703
Loud murmurs,2704
personality changes,2705
hydrocarbon intoxication,2706
Intravascular hemolysis,2707
lung sounds ventrally,2708
stertor or Stridor,2709
Shallow,2710
Response to previous therapy,2711
brick red or cyanotic mucous membranes,2712
Heart sounds can be inaudible,2713
open-mouthed breathing,2714
Hemorrhagic bullae,2715
Cutaneous Pythiosis,2716
hemorrhagic,2717
Recessed or hypoplastic vulva occasionally,2718
Femoral pulses usually normal,2719
Abnormal nystagmus common in early stages,2720
Loss in body weight,2721
Hypoglycemia,2722
normal pupillary light reflexes,2723
Abnormal salivation,2724
Shorter bones than normal,2725
Tiredness,2726
Aspiration of food or stomach contents,2727
Urocystoliths with irregular,2728
Obstruction of the urethra,2729
Barking,2730
Shock,2731
Paralysis of the hind limbs,2732
Rancid fat Odor,2733
Blistering in the junction around the mouth,2734
Dandruf,2735
Straining to defecate and urgency to defecate,2736
Irritation,2737
Rapid heart rate and respirations,2738
fluid in the lungs,2739
Blood or pus in the urine,2740
Refusing to lie down,2741
Nipping,2742
Excessive grooming,2743
Fluid retention,2744
Weak blink response,2745
Change in mood,2746
Acute blood loss,2747
Eye Infections,2748
Weak back legs,2749
Abdominal distention,2750
Prolonged estrus in females,2751
Not wanting to play or exercise,2752
Partial paralysis,2753
Conjunctivitis,2754
Bloating in the belly,2755
Palpable lump,2756
Twitches and Tremors,2757
Darkening of the skin,2758
Low blood glucose,2759
Red mucous membranes,2760
Oral Bleeding,2761
reluctance to groom himself,2762
Urinates in response,2763
Eyes looking in two different directions,2764
Retroperitonitis lumbar pain,2765
Constipation,2766
Toe wounds,2767
Gastritis,2768
bruit auscultated,2769
blepharitis,2770
Changes in urine volume,2771
Fluid-filled intestinal,2772
node enlargement,2773
bacteremia,2774
Heart murmur,2775
develop APSS,2776
water consumption,2777
Pigmentary keratopathy,2778
feel palpable,2779
polymyositisn,2780
chronically painful eye,2781
Oral mucosal Ulceration,2782
ecchymosis,2783
Tendency to avoid weight bearing,2784
Dyspnea with aspiration pneumonia,2785
May lead to Hyperthermia,2786
Variable pain,2787
aspiration pneumonia,2788
Abduction of thoracic limbs,2789
Gross anatomic defects,2790
Dependent pitting,2791
lymphadenitis,2792
distinguishing characteristic,2793
Cardiogenic Pulmonary edema,2794
different papilloma,2795
Hypertrophic osteopathy,2796
crouching,2797
Arterial pulses,2798
No correlation,2799
Pain on manipulation perianal area,2800
Weak arterial pulses,2801
injected mucus membranes rapid capillary refill time,2802
hydrocarbon poisoning,2803
Shakes or shivers,2804
muscle cramping,2805
Preservation of breath sounds dorsally,2806
rapid abdominal breathing common,2807
antibiotics,2808
Hemorrhagic colitis,2809
Circular erythematous or hyperpigmented patches,2810
Scale,2811
Cutaneous,2812
mucoid or urinous,2813
either horizontal,2814
normal anterior segment,2815
Inability to open or close the mouth,2816
Inflammation of joints,2817
May allow copulation,2818
Abdominal mass,2819
Worms present in feces,2820
Obstruction,2821
Watery Diarrhea,2822
Difficulty with swallowing and tongue movements,2823
Nails may also be affected,2824
Visible mass,2825
Pain while defecating,2826
redness and rash,2827
Acidosis,2828
Limb pain,2829
Inflammation of the eye,2830
No response of pupil to light,2831
Palpable or visible abdominal mass,2832
Excessive urination,2833
Poor coordination,2834
Sudden fainting,2835
Brain inflammation,2836
Kicking out front legs when walking,2837
Enlarge vulva and teats in female,2838
Increased frequency of urination,2839
Swollen belly,2840
Sores on top of the feet,2841
Ears or head and trunk affected,2842
Penile atrophy,2843
Allergies,2844
Urinates while making submissive gestures,2845
Instability or stumbling,2846
rear limb paresis,2847
Unusual Vocalizations,2848
rhinitis,2849
Poor haircoat,2850
Slow heartbeat,2851
Oral Ulcerations,2852
cream-colored meibomian glands,2853
hypovolemia,2854
poor hair coat,2855
aimless wandering,2856
Urination,2857
cataract,2858
brown corneal pigmentation,2859
limited to the mucocutaneous junctions,2860
Hypotension and Coma,2861
representing a distended cervical esophagus,2862
may ulcerate,2863
muscles of mastication,2864
lateral recumbency,2865
Mandibular Lymphadenomegaly neoplasia,2866
Hair coat,2867
A dog with heat stroke,2868
pinching of nearby muscle,2869
heart murmur or arrhythmia,2870
Multiple papillomas,2871
bowlegged,2872
Vertebral deformities,2873
Fecal incontinence,2874
Pulsus paradoxus,2875
Early decompensatory shock,2876
muscle cramping,2877
Dullness ventrally on thoracic percussion,2878
crackles,2879
loud breath sounds,2880
Retinitis,2881
Decreased to absent breath sounds dorsally,2882
antifungals and corticosteroids,2883
Unwillingness to lie down,2884
jugular venous distension and tachypnea,2885
Thoracic auscultation,2886
boggy,2887
abnormal nystagmus usually mild,2888
flaccid paralysis,2889
Abnormal facial symmetry,2890
Bowed legs,2891
Abnormally large abdomen,2892
ascending urinary tract Infection,2893
Dilated pupils,2894
Urinary and fecal incontinence,2895
Gaseous sounds from the gut,2896
Facial pruritis,2897
Vision problems,2898
Apathy,2899
Skin disorders,2900
Dull or depressed behavior,2901
Not wanting to exercise,2902
Slow growth,2903
Bleeding from vulva,2904
Metabolic abnormalities,2905
Bruising,2906
Annular to coalescing,2907
Testicular atrophy,2908
Inconsistencies in pulse,2909
redness,2910
Elevated,2911
discomfort,2912
PU/PD,2913
vitreal Hemorrhage,2914
Nystagmus,2915
behavioral changes,2916
Stunting,2917
cyanotic,2918
fungal Infection,2919
MyeloFibrosis,2920
limping,2921
Adypsia,2922
Heterozygous,2923
wheezes,2924
Joint instability,2925
cyanotic mucous membranes,2926
moth-eaten hair coat,2927
may reveal muffled heart sounds,2928
edematous regions,2929
vague signs of pain,2930
elevation of optic nerve head,2931
Curved spine,2932
One or both kidneys palpably large,2933
limbs,2934
Showing the whites of the eye,2935
Incontinence of bowels or urine,2936
Bulging Swollen eye,2937
Unstable gait,2938
Compulsive behavior,2939
Mouth ulcers,2940
Constant crying,2941
Trouble breathing,2942
Difficulty in house training,2943
attraction to opposite gender,2944
Nose bleeds,2945
Adherent scale,2946
Changes in prostate size,2947
Cool extremities,2948
Gastrointestinal cancer,2949
Absent reflexes,2950
Hypersalivation,2951
Endocarditis,2952
Dry eye,2953
noise breathing,2954
Stomach pain,2955
eye blinking,2956
red eye,2957
Higher Active,2958
may affect radius,2959
gallop sound,2960
lose pigmentation,2961
ambulation impaired,2962
difficult to breath,2963
subluxation,2964
Blindness,2965
crusty skin,2966
reduce breath sound,2967
Head shyness,2968
Excess urine,2969
Tetany,2970
Tail tucked under,2971
Excessive bruising,2972
Lesion in the nose,2973
Low temperature,2974
Elevated body temperature,2975
Otitis externa,2976
Mammary enlargement,2977
A daze-like condition,2978
Abdominal Swelling,2979
Attempted Respiratory compensation,2980
Cerebellar Ataxia,2981
Hair loss in patches,2982
Hair loss on sides,2983
Halitosis if coprophagia is the presenting problem,2984
May be Asymptomatic,2985
May be initially Asymptomatic,2986
Most are Asymptomatic,2987
Non-painful Swelling at the body,2988
Often no clinical signs of Illness,2989
Oral Swelling,2990
Peripheral limb Swelling,2991
Persistent Coughing,2992
Range from Asymptomatic to severe,2993
Respiratory tract damage,2994
Severe Respiratory distress,2995
Some animals Asymptomatic,2996
Some dogs are Asymptomatic,2997
Swelling of the neck,2998
Usually Asymptomatic,2999
Asymptomatic except,3000
Localized Swelling,3001
Muscle Swelling,3002
Muscular Weakness,3003
Nasal and muzzle Swelling,3004
Pain and Swelling in the abdomen,3005
Swelling of the inner eye,3006
Swelling of the testes,3007
Swelling under the tongue,3008
Upper Respiratory,3009
Upper Respiratory Infections,3010
Varying degrees of Respiratory distress,3011
Abnormal Respiratory effort,3012
Asymptomatic unless,3013
Ataxia and Incoordination,3014
Coughing and dyspnea,3015
Excessive thirst and urination,3016
Exertional Syncope,3017
Facial Swelling,3018
Gastrointestinal signs Inappetence,3019
Respiratory difficulty,3020
Swelling and redness at the site of the tumor,3021
Swelling in wrists and lips which may feel hot,3022
"Swelling of the face, neck or front limbs",3023
Swelling of the scrotum,3024
Swelling on face,3025
Systemic Illness,3026
Apparent Swelling around eyes,3027
Cutaneous Swellings or abscesses with draining tracts,3028
Excessive urination and Excessive thirst,3029
Facial pain or Swelling,3030
Increased Swelling of vulva,3031
Manifest with Disorientation,3032
Often Asymptomatic,3033
Postural adaptations to Respiratory distress,3034
Respiratory failure,3035
Severe Respiratory difficulty,3036
Stranguria or dyschezia,3037
Stunted growth in some,3038
Swelling of the epididymides,3039
Swelling or Warmth of the joint,3040
Syncope and Coughing,3041
Air Scratching,3042
Ataxia or paresis,3043
Ear Infection - head shaking and Scratching,3044
Epiglottis,3045
Excessive Panting,3046
Excessive urination or thirst,3047
Hair loss in the area of the tumor,3048
Joint pain and Swelling,3049
Muscle Incoordination,3050
Occasional Coughing,3051
Occasional dyschezia,3052
Rear limb Weakness,3053
Recurrent Respiratory Infections,3054
Respiratory difficulty or obstructed breathing,3055
Respiratory distress or bronchospasm,3056
Swelling and vessel hardness,3057
Swelling of the abdomen,3058
Paws that are Swelling,3059
Poor appetite or no appetite,3060
Respiratory distress occasionally Coughing,3061
Swelling of either or both testicles,3062
Periorbital Swelling,3063
Productive Coughing,3064
Acute Swelling,3065
Chewing on one side of the mouth,3066
Edema and Swelling,3067
Muscle Swelling or atrophy,3068
Syncope or collapse.,3069
Traumatic brain injury,3070
A severe case also documented hair loss,3071
Acute Muscle Swelling with exophthalmos,3072
Difficulty swallowing due to Swelling,3073
Excess scales and crust on the nasal planum,3074
Hair loss or poor regrowth,3075
Swelling of jaw bones,3076
Swelling of the vulva,3077
Trauma results in Halitosis and Ptyalism,3078
Vocalization or increased sleep during the day,3079
Persistent Halitosis,3080
Ptyalism and Halitosis,3081
Recurrent Illnesses,3082
Swelling of the face or legs,3083
Uremic Halitosis,3084
Disorientation or aimless wandering,3085
Dry Coughing,3086
May be mild and not associated with Respiratory difficulty,3087
Muscle Weakness,3088
Cardiac Tamponade,3089
Corneal Swelling,3090
Gasping for breath,3091
Increased Respiratory rate and effort,3092
Joint Swelling,3093
Lower Back pain,3094
Moist Coughing,3095
Muscle pain and Weakness,3096
Nagging Coughing,3097
Poor coat quality and Weight loss,3098
Unexplained Swelling,3099
Unexplained Weight loss,3100
Unusually Bad breath,3101
Optic Swelling,3102
Respiratory Illnesses such as asthma,3103
Respiratory muscle paralysis,3104
Syncope and episodes of collapse,3105
Systemic signs of Illness,3106
Cervical Swelling,3107
Chewing on objects,3108
Swelling of optic nerve head,3109
Syncope if cardiac involvement,3110
Coughing on tracheal palpation,3111
Asymptomatic in some animals,3112
ataxia,3113
attempted respiratory compensation,3114
Bilateral epistaxis,3115
Cerebellar ataxia,3116
Coughing unresponsive to antibacterial therapy,3117
Depends on the site of infection,3118
excessive thirst,3119
illness,3120
increased urination,3121
increased urination,3122
Maybe Asymptomatic,3123
muscle pain,3124
Muscle twitching and trembling,3125
non-painful swelling at the body,3126
number of uroliths,3127
number of uroliths,3128
often no clinical signs of illness,3129
oral swelling,3130
peripheral limb swelling,3131
poor appetite,3132
Post-infection,3133
respiratory tract damage,3134
swelling,3135
tamponade,3136
urine leaking,3137
weight loss,3138
epistaxis,3139
inappetence,3140
increased urination,3141
infectious,3142
Intermittent large bowel diarrhea,3143
Localized swelling,3144
mucoid diarrhea,3145
muscle swelling,3146
Muscle trembling,3147
muscular Weakness,3148
Nasal and muzzle swelling,3149
number of uroliths,3150
number of uroliths,3151
Pain and swelling in the abdomen,3152
stridor,3153
upper respiratory,3154
Upper respiratory infections,3155
Abnormal respiratory effort,3156
febrile but normothermia does not rule out infection,3157
Gastrointestinal signs inappetence,3158
hematemesis,3159
hematemesis,3160
hyperthermia,3161
most infections inapparent,3162
muscle pain,3163
Recurrent infections,3164
respiratory difficulty,3165
swelling on face,3166
Systemic illness,3167
Uterine infections,3168
Apparent swelling around eyes,3169
circling,3170
Cutaneous swellings or abscesses with draining tracts,3171
epistaxis,3172
excessive Pacing,3173
Excessive urination and excessive thirst,3174
Facial pain or swelling,3175
gastrointestinal infection,3176
hematemesis,3177
hemoglobinuria less,3178
Increased swelling of vulva,3179
manifest with Disorientation,3180
Morbillivirus species infections,3181
muscular twitching,3182
Post-infection,3183
Severe respiratory difficulty,3184
swelling or Warmth of the joint,3185
Systemic illness,3186
Air scratching,3187
an infection of the nostrils with a cauliflower-like growth,3188
Cerebellar ataxia,3189
decreased activity,3190
Ear infection - head shaking and scratching,3191
epiglottis,3192
gingiva and epistaxis,3193
hair loss in the area of the tumor,3194
inappetence,3195
infection,3196
infectious agents such as ticks or other arachnids,3197
injected mucous membranes,3198
Joint pain and swelling,3199
Mild to moderate lymphadenomegaly,3200
poor appetite,3201
rear limb Weakness,3202
Recurrent respiratory infections,3203
Recurrent urinary tract infections,3204
respiratory difficulty or obstructed breathing,3205
Respiratory distress,3206
scratching,3207
Secondary bacterial infections,3208
Skin infection,3209
spontaneous,3210
staphylococcal infection itself,3211
swelling and vessel hardness,3212
Systemic illness,3213
common signs are ataxia,3214
Difficulty urinating or defecating,3215
Difficulty urinating or defecating,3216
Dorsal muzzle,3217
epistaxis,3218
female-only infections,3219
Generalized swelling,3220
increased respiratory rate,3221
inspiratory Respiratory distress,3222
Paws that are swelling,3223
Pitting quality lost with chronicity as fibrosis occurs,3224
Severe muscle pain,3225
Systemic illness,3226
Acute swelling,3227
Bladder infections,3228
compulsive circling,3229
decreased activity,3230
dementia,3231
edema and swelling,3232
Foot infections,3233
Incontinence,3234
Incontinence,3235
infection or abscess,3236
Localized swelling,3237
lymphadenomegaly,3238
Muscle swelling or atrophy,3239
No Vision loss unless mass,3240
orthopnea,3241
periorbital swelling,3242
ravenous appetite or inappetence,3243
respiratory,3244
Skin infections,3245
Urinary tract infection,3246
acute muscle swelling with exophthalmos,3247
back and Neck Pain,3248
Compulsive circling,3249
Difficulty swallowing due to swelling,3250
inappetence and Lethargy,3251
Malocclusion,3252
Mild Coughing,3253
Nephroliths typically Asymptomatic,3254
Possible Jaundice and hemoglobinuria,3255
Recurrent skin infections,3256
Respiratory - pulmonary edema,3257
Urinary tract infections,3258
Variable muscle pain,3259
emaciation,3260
fibrosis,3261
hemoglobinuria,3262
inappetence,3263
inappetence,3264
Increased urination and thirst,3265
may be mild and not associated with respiratory difficulty,3266
muscle Weakness,3267
pallor,3268
pericardial effusion,3269
Recurrent illnesses,3270
Regional lymphadenomegaly,3271
Secondary bacterial and yeast skin infections,3272
swelling of the face or legs,3273
Twitching or trembling muscles,3274
ulcerative,3275
Cardiac tamponade,3276
continuous ataxia,3277
Corneal swelling,3278
Hypotensionn,3279
Increased respiratory rate and effort,3280
Joint swelling,3281
moist Coughing,3282
poor coat quality and weight loss,3283
pulmonary edema,3284
Respiratory distress,3285
Respiratory distress,3286
Skin infections characterized,3287
trembling,3288
Unexplained swelling,3289
Unexplained weight loss,3290
Urinary or vaginal infection,3291
Eye infections,3292
Often there is severe hemorrhagic diarrhean,3293
optic swelling,3294
Respiratory illnesses such as asthma,3295
respiratory infection,3296
respiratory muscle paralysis,3297
stertor or stridor,3298
Systemic signs of illness,3299
Respiratory distress,3300
Unexplained weight loss,3301
Watery diarrhea,3302
Cardiogenic pulmonary edema,3303
Cervical swelling,3304
may lead to hyperthermia,3305
ascending urinary tract infection,3306
Bilateral epistaxis,3307
Joint swelling,3308
Mandibular lymphadenomegaly neoplasia,3309
Respiratory distress,3310
respiratory illness,3311
swelling of optic nerve head,3312
Severe muscle pain,3313
fungal infection,3314
Myelofibrosis,3315
Respiratory distress,3316
trembling,3317
Abdominal swelling,3318
diarrhea,3319
Facial swelling,3320
diarrhean,3321
Blepharitis,3322
Rhinitis,3323
Fever-as high as 106ï¿½ F,3324
Swelling of the face,3325
